,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
1037750,2013-01-02 00:00:00,1900-01-01 00:50:00,,,,,,,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3089791,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1038021,2013-01-02 00:00:00,1900-01-01 19:00:00,,,,,,,,P/L OF 4065 AMBOY ROAD                  ,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,295930,PASSENGER VEHICLE,,,,
1038081,2013-01-02 00:00:00,1900-01-01 21:05:00,QUEENS,11354,40.7636677,-73.8230246,"(40.7636677, -73.8230246)",37 AVENUE                       ,PARSONS BOULEVARD               ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,248365,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
1038122,2013-01-02 00:00:00,1900-01-01 02:00:00,,,40.64041829999999,-74.0226092,"(40.6404183, -74.0226092)",,,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,2965103,PASSENGER VEHICLE,,,,
1038167,2013-01-02 00:00:00,1900-01-01 08:15:00,,,,,,JAMAICA AVENUE                  ,96 STREET                       ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,205119,TAXI,PASSENGER VEHICLE,,,
1038221,2013-01-02 00:00:00,1900-01-01 09:45:00,MANHATTAN,10035,40.8056394,-73.934392,"(40.8056394, -73.934392)",EAST 128 STREET                 ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Backing Unsafely,,,,60380,SPORT UTILITY / STATION WAGON,VAN,,,
1038434,2013-01-01 00:00:00,1900-01-01 21:15:00,BROOKLYN,11228,40.6167265,-74.0183267,"(40.6167265, -74.0183267)",86 STREET                       ,11 AVENUE                       ,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,141957,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
1038470,2013-01-01 00:00:00,1900-01-01 02:05:00,MANHATTAN,10065,40.761857299999996,-73.9634255,"(40.7618573, -73.9634255)",2 AVENUE                        ,EAST 61 STREET                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,47042,OTHER,VAN,,,
1038496,2013-01-01 00:00:00,1900-01-01 03:10:00,,,,,,PITKIN AVENUE                   ,HOWARD AVENUE                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,161083,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1038499,2013-01-01 00:00:00,1900-01-01 03:26:00,QUEENS,11426,40.7359534,-73.71473759999999,"(40.7359534, -73.7147376)",253 STREET                      ,HILLSIDE AVENUE                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,221921,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
1038509,2013-01-01 00:00:00,1900-01-01 03:38:00,,,,,,93 STREET                       ,3 AVENUE                        ,,5,0,4,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,141956,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
1038541,2013-01-01 00:00:00,1900-01-01 05:15:00,BRONX,10461,40.840216,-73.8484338,"(40.840216, -73.8484338)",SEDDON STREET                   ,ST RAYMONDS AVENUE              ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,89554,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1038549,2013-01-01 00:00:00,1900-01-01 05:43:00,BROOKLYN,11205,40.6962076,-73.96158630000001,"(40.6962076, -73.9615863)",CLASSON AVENUE                  ,PARK AVENUE                     ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,192309,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1038556,2013-01-01 00:00:00,1900-01-01 06:15:00,QUEENS,11372,40.7484162,-73.87647940000001,"(40.7484162, -73.8764794)",90 STREET                       ,ROOSEVELT AVENUE                ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Other Vehicular,,,,281036,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1038557,2013-01-01 00:00:00,1900-01-01 06:15:00,,,40.7329414,-73.9203819,"(40.7329414, -73.9203819)",,,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3045083,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
1038566,2013-01-01 00:00:00,1900-01-01 06:45:00,BRONX,10451,40.8272515,-73.9175325,"(40.8272515, -73.9175325)",MORRIS AVENUE                   ,EAST 163 STREET                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,86195,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
1038574,2013-01-01 00:00:00,1900-01-01 07:25:00,BRONX,10453,40.8476821,-73.9123638,"(40.8476821, -73.9123638)",JEROME AVENUE                   ,EAST 175 STREET                 ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,92831,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1038581,2013-01-01 00:00:00,1900-01-01 07:50:00,BROOKLYN,11232,40.6521655,-74.0099287,"(40.6521655, -74.0099287)",42 STREET                       ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,157103,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1038696,2012-12-31 00:00:00,1900-01-01 12:30:00,BROOKLYN,11210,40.6320154,-73.9417575,"(40.6320154, -73.9417575)",BROOKLYN AVENUE                 ,AVENUE H                        ,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,,,,136735,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1038889,2012-12-31 00:00:00,1900-01-01 18:14:00,BROOKLYN,11226,40.6490386,-73.94746529999999,"(40.6490386, -73.9474653)",EAST 32 STREET                  ,SNYDER AVENUE                   ,,1,1,0,1,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,136731,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1038948,2012-12-31 00:00:00,1900-01-01 01:35:00,MANHATTAN,10039,40.824757,-73.9405157,"(40.824757, -73.9405157)",WEST 148 STREET                 ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,66848,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
1039095,2012-12-30 00:00:00,1900-01-01 00:15:00,BROOKLYN,11209,40.6243201,-74.02475179999999,"(40.6243201, -74.0247518)",5 AVENUE                        ,82 STREET                       ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Driver Inexperience,,,,141941,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1039303,2012-12-30 00:00:00,1900-01-01 17:00:00,MANHATTAN,10029,40.79348770000001,-73.94327390000001,"(40.7934877, -73.9432739)",3 AVENUE                        ,EAST 109 STREET                 ,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,56107,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1039452,2012-12-30 00:00:00,1900-01-01 04:30:00,,,,,,168 STREET                      ,GRAND CENTRAL PARKWAY           ,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,,,,234627,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1039458,2012-12-30 00:00:00,1900-01-01 04:50:00,MANHATTAN,10011,40.7373607,-73.99683900000001,"(40.7373607, -73.996839)",AVENUE OF THE AMERICAS          ,WEST 14 STREET                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,10227,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1039468,2012-12-30 00:00:00,1900-01-01 05:30:00,MANHATTAN,10027,40.815544700000004,-73.9569184,"(40.8155447, -73.9569184)",WEST 126 STREET                 ,OLD BROADWAY                    ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,62562,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1039469,2012-12-30 00:00:00,1900-01-01 05:40:00,BROOKLYN,11220,40.6498215,-74.0090886,"(40.6498215, -74.0090886)",44 STREET                       ,4 AVENUE                        ,,1,0,1,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,157086,SPORT UTILITY / STATION WAGON,OTHER,,,
1039789,2012-12-29 00:00:00,1900-01-01 01:15:00,QUEENS,11101,40.7395518,-73.9453046,"(40.7395518, -73.9453046)",BORDEN AVENUE                   ,25 STREET                       ,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,Unspecified,,,240670,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1039840,2012-12-29 00:00:00,1900-01-01 22:20:00,MANHATTAN,10040,40.8645253,-73.9266187,"(40.8645253, -73.9266187)",DYCKMAN STREET                  ,VERMILYEA AVENUE                ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,70769,VAN,PASSENGER VEHICLE,VAN,PASSENGER VEHICLE,
1039883,2012-12-29 00:00:00,1900-01-01 03:03:00,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3122059,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1039891,2012-12-29 00:00:00,1900-01-01 03:45:00,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,2851403,PASSENGER VEHICLE,,,,
1039931,2012-12-29 00:00:00,1900-01-01 08:30:00,BROOKLYN,11215,40.670791799999996,-73.9948955,"(40.6707918, -73.9948955)",12 STREET                       ,2 AVENUE                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,176796,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1040148,2012-12-28 00:00:00,1900-01-01 15:22:00,STATEN ISLAND,10312,40.540833299999996,-74.15938179999999,"(40.5408333, -74.1593818)",WINCHESTER AVENUE               ,SYCAMORE STREET                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,295860,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1040391,2012-12-28 00:00:00,1900-01-01 23:30:00,BROOKLYN,11215,40.6609292,-73.986682,"(40.6609292, -73.986682)",7 AVENUE                        ,17 STREET                       ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,157080,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1040953,2012-12-27 00:00:00,1900-01-01 05:50:00,BROOKLYN,11201,40.693800700000004,-73.9872271,"(40.6938007, -73.9872271)",JAY STREET                      ,MYRTLE AVENUE                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,188848,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
1041399,2012-12-26 00:00:00,1900-01-01 01:50:00,QUEENS,11418,40.69293029999999,-73.8423426,"(40.6929303, -73.8423426)",90 AVENUE                       ,104 STREET                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,205052,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1041726,2012-12-25 00:00:00,1900-01-01 19:29:00,STATEN ISLAND,10301,40.6334526,-74.0861443,"(40.6334526, -74.0861443)",,,P/L 354 VICTORY BOULEVARD               ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,286621,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1041736,2012-12-25 00:00:00,1900-01-01 01:09:00,BRONX,10460,40.8465946,-73.8810573,"(40.8465946, -73.8810573)",BRONX PARK SOUTH                ,HONEYWELL AVENUE                ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,100680,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
1041741,2012-12-25 00:00:00,1900-01-01 01:20:00,,,,,,BAY 25 STREET                   ,BAYSWATER AVENUE                ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,202618,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1042484,2012-12-23 00:00:00,1900-01-01 12:22:00,,,40.725561,-73.8984829,"(40.725561, -73.8984829)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Driver Inattention/Distraction,,,,3003621,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1042654,2012-12-23 00:00:00,1900-01-01 17:50:00,,,40.8565383,-73.87255859999999,"(40.8565383, -73.8725586)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,2937766,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1042696,2012-12-23 00:00:00,1900-01-01 01:20:00,BRONX,10461,40.8394008,-73.8504775,"(40.8394008, -73.8504775)",ZEREGA AVENUE                   ,DORSEY STREET                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,89509,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1042711,2012-12-23 00:00:00,1900-01-01 02:15:00,,,40.722345700000005,-73.77716059999999,"(40.7223457, -73.7771606)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3033572,PASSENGER VEHICLE,,,,
1042764,2012-12-23 00:00:00,1900-01-01 03:00:00,QUEENS,11419,40.691643299999996,-73.8200424,"(40.6916433, -73.8200424)",101 AVENUE                      ,126 STREET                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,205063,VAN,PASSENGER VEHICLE,,,
1042765,2012-12-23 00:00:00,1900-01-01 03:15:00,MANHATTAN,10026,40.8032165,-73.95253050000001,"(40.8032165, -73.9525305)",WEST 116 STREET                 ,7 AVENUE                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,63980,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
1042782,2012-12-23 00:00:00,1900-01-01 04:37:00,,,,,,,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,2912734,PASSENGER VEHICLE,TAXI,,,
1043246,2012-12-22 00:00:00,1900-01-01 23:45:00,,,,,,RIVERDALE AVENUE                ,WEST 236 STREET                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,107624,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
1043264,2012-12-22 00:00:00,1900-01-01 02:30:00,MANHATTAN,10027,40.809490600000004,-73.9516627,"(40.8094906, -73.9516627)",WEST 124 STREET                 ,8 AVENUE                        ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,63976,TAXI,PASSENGER VEHICLE,,,
1043270,2012-12-22 00:00:00,1900-01-01 03:00:00,QUEENS,11435,40.71412410000001,-73.82077170000001,"(40.7141241, -73.8207717)",138 STREET                      ,HOOVER AVENUE                   ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,234572,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1043281,2012-12-22 00:00:00,1900-01-01 03:30:00,,,,,,UNIVERSITY AVENUE               ,WEST BURNSIDE AVENUE            ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,92814,PASSENGER VEHICLE,TAXI,,,
1043291,2012-12-22 00:00:00,1900-01-01 04:25:00,,,,,,DYCKMAN STREET                  ,NAGLE AVENUE                    ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,70747,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,UNKNOWN,PASSENGER VEHICLE,
1043299,2012-12-22 00:00:00,1900-01-01 04:58:00,MANHATTAN,10027,40.810173799999994,-73.9511673,"(40.8101738, -73.9511673)",WEST 125 STREET                 ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,63979,TAXI,PASSENGER VEHICLE,,,
1043301,2012-12-22 00:00:00,1900-01-01 05:00:00,QUEENS,11423,40.7263282,-73.7661877,"(40.7263282, -73.7661877)",FRANCIS LEWIS BOULEVARD         ,GRAND CENTRAL PARKWAY           ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,234573,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
1043333,2012-12-22 00:00:00,1900-01-01 06:50:00,BROOKLYN,11214,40.5916787,-73.99257920000001,"(40.5916787, -73.9925792)",CROPSEY AVENUE                  ,BAY 40 STREET                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,122638,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1043490,2012-12-21 00:00:00,1900-01-01 12:16:00,BROOKLYN,11205,40.6940116,-73.9610935,"(40.6940116, -73.9610935)",MYRTLE AVENUE                   ,CLASSON AVENUE                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,192258,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
1043655,2012-12-21 00:00:00,1900-01-01 16:35:00,BROOKLYN,11201,40.688903100000005,-73.9809286,"(40.6889031, -73.9809286)",FLATBUSH AVENUE                 ,FULTON STREET                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,192262,SMALL COM VEH(4 TIRES) ,SMALL COM VEH(4 TIRES) ,,,
1043878,2012-12-21 00:00:00,1900-01-01 21:45:00,MANHATTAN,10002,40.7193378,-73.9859127,"(40.7193378, -73.9859127)",RIVINGTON STREET                ,SUFFOLK STREET                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,12694,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1043894,2012-12-21 00:00:00,1900-01-01 22:30:00,MANHATTAN,10013,40.722549900000004,-74.006299,"(40.7225499, -74.006299)",CANAL STREET                    ,VARICK STREET                   ,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,,,,1530,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
1043967,2012-12-21 00:00:00,1900-01-01 04:42:00,,,40.809292600000006,-73.9031183,"(40.8092926, -73.9031183)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,2879222,LIVERY VEHICLE,,,,
1043970,2012-12-21 00:00:00,1900-01-01 04:55:00,,,,,,JUNCTION BOULEVARD              ,41 AVENUE                       ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,256253,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
1044596,2012-12-20 00:00:00,1900-01-01 02:00:00,QUEENS,11411,40.700213,-73.7374887,"(40.700213, -73.7374887)",115 AVENUE                      ,220 STREET                      ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,221756,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1044833,2012-12-19 00:00:00,1900-01-01 13:04:00,BROOKLYN,11229,40.616045,-73.94482940000002,"(40.616045, -73.9448294)",NOSTRAND AVENUE                 ,KINGS HIGHWAY                   ,,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,117720,SPORT UTILITY / STATION WAGON,,,,
1045142,2012-12-19 00:00:00,1900-01-01 21:40:00,BROOKLYN,11249,40.721732700000004,-73.95805770000001,"(40.7217327, -73.9580577)",NORTH 11 STREET                 ,WYTHE AVENUE                    ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,198974,PASSENGER VEHICLE,UNKNOWN,,,
1045156,2012-12-19 00:00:00,1900-01-01 22:20:00,STATEN ISLAND,10314,40.5829477,-74.156865,"(40.5829477, -74.156865)",RICHMOND HILL ROAD              ,ESSEX DRIVE                     ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,295720,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1045158,2012-12-19 00:00:00,1900-01-01 22:29:00,,,,,,BROADWAY                        ,RIVERSIDE DRIVE                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,70735,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1045183,2012-12-19 00:00:00,1900-01-01 02:40:00,QUEENS,11418,40.707956200000005,-73.83714559999999,"(40.7079562, -73.8371456)",PARK LANE SOUTH                 ,METROPOLITAN AVENUE             ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,205015,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
1045813,2012-12-18 00:00:00,1900-01-01 03:35:00,QUEENS,11374,40.730180700000005,-73.8624706,"(40.7301807, -73.8624706)",QUEENS BOULEVARD                ,JUNCTION BOULEVARD              ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,265165,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
1046336,2012-12-17 00:00:00,1900-01-01 20:15:00,,,,,,CLAY AVENUE                     ,EAST 170 STREET                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,86112,SPORT UTILITY / STATION WAGON,,,,
1046366,2012-12-17 00:00:00,1900-01-01 21:19:00,,,40.603008200000005,-74.01687559999999,"(40.6030082, -74.0168756)",,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,2946482,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1046461,2012-12-17 00:00:00,1900-01-01 05:15:00,STATEN ISLAND,10306,40.5715006,-74.121624,"(40.5715006, -74.121624)",AMBOY ROAD                      ,DALE AVENUE                     ,,0,1,0,0,0,0,0,1,Alcohol Involvement,,,,,295659,PASSENGER VEHICLE,,,,
1047030,2012-12-16 00:00:00,1900-01-01 02:35:00,QUEENS,11434,40.6939613,-73.7741373,"(40.6939613, -73.7741373)",MURDOCK AVENUE                  ,176 STREET                      ,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,269223,SPORT UTILITY / STATION WAGON,,,,
1047031,2012-12-16 00:00:00,1900-01-01 02:42:00,BROOKLYN,11228,40.6210313,-74.01025899999999,"(40.6210313, -74.010259)",12 AVENUE                       ,76 STREET                       ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,141831,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
1047036,2012-12-16 00:00:00,1900-01-01 03:04:00,QUEENS,11385,40.7090395,-73.8984538,"(40.7090395, -73.8984538)",FRESH POND ROAD                 ,GATES AVENUE                    ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Driver Inexperience,,,,214844,PICK-UP TRUCK,PASSENGER VEHICLE,,,
1047058,2012-12-16 00:00:00,1900-01-01 04:59:00,QUEENS,11368,40.7472124,-73.86525040000001,"(40.7472124, -73.8652504)",42 AVENUE                       ,99 STREET                       ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,,,256219,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
1047060,2012-12-16 00:00:00,1900-01-01 05:00:00,BROOKLYN,11234,40.618485,-73.9135004,"(40.618485, -73.9135004)",AVENUE T                        ,EAST 65 STREET                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,126829,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
1047068,2012-12-16 00:00:00,1900-01-01 05:20:00,MANHATTAN,10031,40.8252325,-73.94760440000002,"(40.8252325, -73.9476044)",WEST 145 STREET                 ,AMSTERDAM AVENUE                ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,65349,VAN,SPORT UTILITY / STATION WAGON,,,
1047083,2012-12-16 00:00:00,1900-01-01 06:51:00,,,,,,ATLANTIC AVENUE                 ,ESSEX STREET                    ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Other Vehicular,,,,165354,TAXI,TAXI,,,
1047200,2012-12-15 00:00:00,1900-01-01 12:30:00,BRONX,10458,40.855554299999994,-73.8875661,"(40.8555543, -73.8875661)",EAST 187 STREET                 ,ARTHUR AVENUE                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,100641,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,UNKNOWN,
1047568,2012-12-15 00:00:00,1900-01-01 04:20:00,BROOKLYN,11234,40.6179263,-73.931731,"(40.6179263, -73.931731)",FLATBUSH AVENUE                 ,QUENTIN ROAD                    ,,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,126819,PASSENGER VEHICLE,,,,
1047570,2012-12-15 00:00:00,1900-01-01 04:24:00,,,40.7609347,-73.7311243,"(40.7609347, -73.7311243)",,,,2,1,1,1,0,0,1,0,Alcohol Involvement,,,,,3079263,PASSENGER VEHICLE,,,,
1047576,2012-12-15 00:00:00,1900-01-01 05:00:00,BROOKLYN,11221,40.689102899999995,-73.94505749999999,"(40.6891029, -73.9450575)",GREENE AVENUE                   ,TOMPKINS AVENUE                 ,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,180271,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
